epoch,loss,lr,output_loss,output_mean_absolute_error,val_loss,val_output_loss,val_output_mean_absolute_error,val_variance_output_loss,variance_output_loss
33,-1.0170143993594978,1.5625e-05,-1.0381885208661044,0.18742433067741274,-0.8755161797299105,-0.8966899724567637,0.20208542136585012,-0.8966899724567637,-1.0381885208661044
34,-1.0073952916302258,1.5625e-05,-1.0285688634914687,0.1875609137306485,-0.8706335811054006,-0.8918062273193809,0.2036917647894691,-0.8918062273193809,-1.0285688634914687
35,-1.0245755197881143,7.8125e-06,-1.0457483492320097,0.18529110307557672,-0.9441158070283777,-0.9652879448497996,0.1971336156129837,-0.9652879448497996,-1.0457483492320097
36,-1.0305274177955677,7.8125e-06,-1.0516997824741314,0.1845882019098801,-0.9511636390405542,-0.9723365447100472,0.1913824835244347,-0.9723365447100472,-1.0516997824741314
37,-1.0219083522694021,3.90625e-06,-1.0430807984327968,0.1854970275978499,-0.9106194727561053,-0.9317918069222394,0.20079720283255859,-0.9317918069222394,-1.0430807984327968
38,-1.0182022686246075,3.90625e-06,-1.0393745159801049,0.18608159086183657,-0.8925746048198027,-0.9137466129134683,0.19920058986719916,-0.9137466129134683,-1.0393745159801049
39,-1.0223776920686793,1.953125e-06,-1.043549602167516,0.18552939320289635,-0.8695615074213814,-0.8907332455410677,0.2038785070180893,-0.8907332455410677,-1.043549602167516
40,-1.0145066516308845,1.953125e-06,-1.0356783044489124,0.1879098611541941,-0.901279652819914,-0.9224511384963989,0.20752783645601833,-0.9224511384963989,-1.0356783044489124
41,-1.0224287317523473,9.765625e-07,-1.0436003370375573,0.1863260797307461,-0.9293012899511001,-0.9504729386638192,0.1959297700839884,-0.9504729386638192,-1.0436003370375573
42,-1.0274658033364936,9.765625e-07,-1.048637461058701,0.1849730471266976,-0.9159178418271682,-0.9370894887868095,0.19938895018661723,-0.9370894887868095,-1.048637461058701
43,-1.0347153299216982,4.882813e-07,-1.0558870378174359,0.18334785367869125,-0.9119121555019828,-0.9330839111524469,0.19622827102156246,-0.9330839111524469,-1.0558870378174359
44,-1.0272971931137616,4.882813e-07,-1.0484689089316357,0.18489235828194436,-0.9060681286980125,-0.9272398598053876,0.2008163595900816,-0.9272398598053876,-1.0484689089316357
45,-1.0159162814858593,2.4414064e-07,-1.037087947507448,0.1858301574859438,-0.9008955078966477,-0.9220671934240005,0.19838751414242914,-0.9220671934240005,-1.037087947507448
46,-1.026142606629601,2.4414064e-07,-1.047314227381839,0.18438326793758175,-0.8477511966929716,-0.8689228050849017,0.2017324785975849,-0.8689228050849017,-1.047314227381839
47,-1.0123030350932591,1.2207032e-07,-1.0334746256659302,0.18701249615678303,-0.9111916703336379,-0.9323632366517011,0.2014167282511206,-0.9323632366517011,-1.0334746256659302
48,-1.0295022171509416,1.2207032e-07,-1.0506738469570498,0.18476054836300354,-0.9009395241737366,-0.9221111290595111,0.19648582882740917,-0.9221111290595111,-1.0506738469570498
49,-1.0219019602371167,6.103516e-08,-1.0430736070192312,0.18585099742005143,-0.9267836598788991,-0.9479552647646736,0.20012659623342402,-0.9479552647646736,-1.0430736070192312
50,-1.0166008008431784,6.103516e-08,-1.0377723861344252,0.18538940763926204,-0.8955087311127606,-0.9166803009369794,0.19629374584730933,-0.9166803009369794,-1.0377723861344252
51,-1.0224322963364516,3.051758e-08,-1.0436038627654691,0.18558335690935956,-0.93857881602119,-0.9597503542900085,0.19136674351551952,-0.9597503542900085,-1.0436038627654691
52,-1.0164000573037546,3.051758e-08,-1.0375716071340102,0.18646348211206967,-0.8885963664335363,-0.9097679011961993,0.1962433001574348,-0.9097679011961993,-1.0375716071340102
53,-1.0190534995326512,1.525879e-08,-1.0402250493629068,0.1858625122452084,-0.8911550347419346,-0.9123265695045976,0.19848071126376882,-0.9123265695045976,-1.0402250493629068
54,-1.027594674991656,1.525879e-08,-1.0487662255764008,0.18542645136012306,-0.902938145048478,-0.9241096798111411,0.2058255821466446,-0.9241096798111411,-1.0487662255764008
55,-1.0119354739973816,1e-08,-1.033107023073148,0.1867087001004551,-0.9676864673109615,-0.9888580160982469,0.19293704365982728,-0.9888580160982469,-1.033107023073148
56,-1.016494251504729,1e-08,-1.0376658024667185,0.18665952518393722,-0.9257495578597573,-0.9469210926224204,0.19252385286723867,-0.9469210926224204,-1.0376658024667185
57,-1.016413323109663,1e-08,-1.037584872562674,0.18741832466065128,-0.9395823759191176,-0.9607539176940918,0.18953287163201502,-0.9607539176940918,-1.037584872562674
58,-1.026668270177479,1e-08,-1.0478398203849792,0.1841291062816789,-0.9064631812712726,-0.9276347055154688,0.1970055252313614,-0.9276347055154688,-1.0478398203849792
59,-1.0287872990475426,1e-08,-1.0499588485005535,0.18526094359687612,-0.8847388835514293,-0.9059104148079368,0.20527451704530156,-0.9059104148079368,-1.0499588485005535
